City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,al hazm,16.1641,44.7769,85.64,33,14,10.78,YE,1717971221
365,kruisfontein,-34.0033,24.7314,51.35,77,1,3.83,ZA,1717971221
366,vilyuchinsk,52.9306,158.4028,61.07,81,96,7.96,RU,1717971131
367,abatskoye,56.2875,70.4555,56.03,83,100,12.97,RU,1717971129
368,cullman,34.1748,-86.8436,94.1,62,0,6.91,US,1717971222
369,hobyo,5.3505,48.5268,79.38,80,67,26.35,SO,1717971222
370,moose jaw,50.4001,-105.5344,61.48,45,26,4.09,CA,1717971189
371,raja,8.4596,25.678,72.54,91,98,6.02,SS,1717971222
372,port hueneme,34.1478,-119.1951,79.32,72,75,11.5,US,1717971222
373,san rafael del sur,11.8485,-86.4384,83.62,76,90,7.31,NI,1717971222
374,tottori,35.5,134.2333,66.27,88,75,3.44,JP,1717971222
375,aioun,16.6614,-9.6149,100.62,21,3,7.09,MR,1717971223
376,leava,-14.3,-178.1667,80.11,74,96,20.51,WF,1717971223
377,aweil,8.7682,27.4002,76.75,75,96,6.91,SS,1717971223
378,beichengqu,40.4394,113.1536,64.65,53,58,5.1,CN,1717971223
379,vikhorevka,56.1201,101.1636,58.59,91,84,9.1,RU,1717971223
380,panaba,21.2833,-88.2667,95.94,44,99,15.3,MX,1717971224
381,fonte boa,-2.4959,-66.2662,77.29,96,80,2.37,BR,1717971224
382,moab,38.5733,-109.5498,98.65,13,86,3.0,US,1717971224
383,banikoara,11.2985,2.4386,78.13,66,96,9.04,BJ,1717971224
384,loushanguan,28.1375,106.82,62.98,98,87,1.59,CN,1717971224
385,monaghan,54.25,-6.9667,45.91,96,100,5.35,IE,1717971225
386,skovorodino,53.9833,123.9167,55.51,81,99,2.73,RU,1717971225
387,veinticinco de mayo,-35.4323,-60.1727,60.98,77,7,4.0,AR,1717971225
388,ciudad lazaro cardenas,17.9583,-102.2,84.94,59,21,13.33,MX,1717971225
389,itaituba,-4.2761,-55.9836,80.26,71,100,2.37,BR,1717971225
390,aloha,45.4943,-122.8671,81.05,53,20,9.22,US,1717971226
391,tromso,69.6496,18.957,50.02,76,40,16.11,NO,1717971226
392,marquette,46.5333,-87.6335,48.25,81,100,8.01,US,1717971226
393,mombaca,-5.7431,-39.6275,77.74,64,74,3.24,BR,1717971226
394,chemodanovka,53.2316,45.2474,64.83,76,7,3.04,RU,1717971226
395,fredericton,45.9454,-66.6656,63.45,82,100,8.05,CA,1717971227
396,srednebelaya,50.6594,128.0106,52.18,59,83,2.46,RU,1717971227
397,forster,-32.1667,152.5167,49.28,100,4,11.48,AU,1717971227
398,narasannapeta,18.4167,84.05,83.1,84,98,5.03,IN,1717971227
399,la'ie,21.6477,-157.9253,84.16,68,23,8.99,US,1717971208
400,kuta,-8.7233,115.1723,78.75,94,20,11.99,ID,1717971227
401,nantucket,41.2835,-70.0995,65.08,88,20,11.5,US,1717970930
402,balikpapan,-1.2675,116.8289,74.39,94,40,0.0,ID,1717971228
403,sarkand,45.41,79.9186,69.69,40,25,7.36,KZ,1717971228
404,jequitinhonha,-16.4339,-41.0033,66.18,81,63,2.59,BR,1717971222
405,farim,12.4839,-15.2217,82.76,54,26,8.55,GW,1717971228
406,prince rupert,54.3161,-130.3201,55.98,71,76,4.45,CA,1717971228
407,lata,40.1629,-8.3327,58.21,96,100,1.45,PT,1717971228
408,angaur state,6.906,134.13,83.75,74,96,5.61,PW,1717971229
409,pacific grove,36.6177,-121.9166,77.02,74,0,10.0,US,1717971229
410,al wasitah,29.3378,31.2056,78.94,46,0,8.16,EG,1717971229
411,almonte,37.2647,-6.5167,67.53,92,26,6.24,ES,1717970958
412,walvis bay,-22.9575,14.5053,65.08,55,29,11.61,NA,1717971229
413,santa cruz,-17.8,-63.1667,78.26,65,76,17.27,BO,1717971185
414,jayapura,-2.5333,140.7,81.79,85,48,4.94,ID,1717971230
415,malpe,13.35,74.7167,74.5,87,95,3.44,IN,1717971230
416,yaren,-0.5472,166.916,85.06,71,69,15.1,NR,1717971230
417,guilin,25.2819,110.2864,74.59,98,100,1.34,CN,1717971052
418,la passe,45.5549,-0.8967,62.98,76,10,9.84,FR,1717971230
419,huanggang,23.677,116.9996,77.94,93,100,1.05,CN,1717971230
420,anloga,5.7947,0.8973,80.92,83,74,12.73,GH,1717971231
421,koulamoutou,-1.1303,12.4736,71.87,96,66,2.53,GA,1717971231
422,vennesla,58.2694,7.9741,51.28,75,75,10.0,NO,1717971231
423,salym,60.0625,71.4789,52.54,75,28,4.54,RU,1717971231
424,guiuan,11.0333,125.7247,84.24,76,92,8.93,PH,1717971231
425,ilave,-16.0833,-69.6667,43.65,29,94,6.29,PE,1717971232
426,nueva gerona,21.8833,-82.8,86.74,62,66,13.58,CU,1717971232
427,xapuri,-10.6517,-68.5044,81.93,58,82,3.27,BR,1717971232
428,quellon,-43.1167,-73.6167,49.03,88,91,8.86,CL,1717971232
429,kailua-kona,19.6406,-155.9956,82.36,72,40,8.05,US,1717971184
430,smithers,54.7804,-127.1743,74.98,35,100,0.27,CA,1717971130
431,marsh harbour,26.5412,-77.0636,85.15,67,67,5.17,BS,1717971233
432,midvagur,62.0511,-7.1939,43.63,87,100,25.32,FO,1717971233
433,la ronge,55.1001,-105.2842,46.29,80,100,6.11,CA,1717971199
434,caaguazu,-25.45,-56.0167,75.18,43,2,4.45,PY,1717970936
435,dakhla,23.6848,-15.958,68.67,87,0,18.95,EH,1717971233
436,rexburg,43.826,-111.7897,89.11,25,20,16.11,US,1717971233
437,greenville,35.6127,-77.3663,87.75,42,100,4.61,US,1717971214
438,kapa'a,22.0752,-159.319,85.98,72,20,14.97,US,1717971234
439,sao tome,0.3365,6.7273,76.33,86,75,10.2,ST,1717971234
440,dunkirk,51.05,2.3667,58.05,79,77,7.4,FR,1717971234
441,port shepstone,-30.7414,30.455,59.52,68,0,7.65,ZA,1717971234
442,susuman,62.7833,148.1667,44.98,46,21,1.01,RU,1717971235
443,brisas de zicatela,15.8369,-97.0419,90.12,62,40,6.91,MX,1717971235
444,bathsheba,13.2167,-59.5167,84.81,79,20,18.41,BB,1717971235
445,feodosiya,45.0333,35.3833,70.99,66,35,7.49,UA,1717971235
446,arkhangel'sk,64.5401,40.5433,50.13,87,20,8.95,RU,1717971235
447,san juan de miraflores,-12.1629,-76.9635,70.88,76,78,8.37,PE,1717971235
448,funafuti,-8.5243,179.1942,89.6,74,75,2.3,TV,1717971235
449,biltine,14.5333,20.9167,81.59,52,99,21.09,TD,1717971236
450,akdepe,42.0551,59.3788,84.24,31,92,7.58,TM,1717971236
451,nouadhibou,20.931,-17.0347,66.38,89,8,21.27,MR,1717971236
452,dacice,49.0815,15.4373,63.18,85,100,3.6,CZ,1717971236
453,kasba tadla,32.5977,-6.2684,68.59,63,77,10.29,MA,1717971236
454,novyy urgal,51.0736,132.5642,56.43,88,100,0.18,RU,1717971237
455,spas-demensk,54.4122,34.0226,59.47,79,100,6.4,RU,1717971237
456,pawlowice,49.9613,18.7178,68.18,82,100,3.09,PL,1717971237
457,belel,7.05,14.4333,62.73,96,98,0.94,CM,1717971237
458,lospalos,-8.5186,127.0025,67.17,83,36,6.17,TL,1717971237
459,poronaysk,49.2167,143.1167,47.93,98,96,6.85,RU,1717971238
460,palafrugell,41.9174,3.1631,72.43,50,25,4.0,ES,1717971062
461,olovyannaya,50.95,115.5667,53.76,79,28,4.74,RU,1717971238
462,lamu,-2.2717,40.902,79.16,78,37,18.57,KE,1717971238
463,vila franca do campo,37.7167,-25.4333,64.89,99,32,5.99,PT,1717971238
464,myshkin,57.7897,38.4545,54.09,73,84,6.4,RU,1717971238
465,sao paulo de olivenca,-3.3783,-68.8725,77.67,96,94,2.59,BR,1717971239
466,hola,51.5377,23.1902,59.18,78,51,6.35,PL,1717971239
467,belyy yar,53.6039,91.3903,55.29,88,0,4.47,RU,1717971239
468,usinsk,65.9939,57.5281,45.07,92,100,13.0,RU,1717971240
469,taroa,8.7058,171.2275,83.26,79,14,16.37,MH,1717971240
470,ain taya,36.7933,3.2869,67.84,64,20,3.44,DZ,1717971240
471,thinadhoo,0.5333,72.9333,82.99,74,99,5.75,MV,1717971240
472,antsiranana,-12.2787,49.2917,73.42,69,10,13.98,MG,1717971240
473,pursat,12.3333,103.6667,74.46,80,100,2.04,KH,1717971241
474,noshiro,40.2039,140.0242,63.45,94,100,1.16,JP,1717971241
475,dzuunharaa,48.8523,106.4579,57.69,75,84,2.68,MN,1717971241
476,morehead city,34.7229,-76.726,88.02,77,0,14.97,US,1717971007
477,vernon,50.2581,-119.2691,84.76,25,80,1.63,CA,1717971241
478,tubarjal,30.4999,38.216,81.28,26,0,18.54,SA,1717971241
479,porto novo,6.4965,2.6036,79.45,85,40,9.31,BJ,1717971242
480,mujiayingzi,42.1167,118.7833,66.79,46,100,10.27,CN,1717971242
481,dzerzhinskoye,56.8344,95.2283,49.75,89,78,4.56,RU,1717971242
482,san julian,21.0167,-102.1667,84.18,21,100,4.74,MX,1717971242
483,trevelin,-43.0858,-71.4639,41.41,97,100,3.22,AR,1717971242
484,kingsville,27.5159,-97.8561,98.78,58,75,17.27,US,1717971207
485,argo,37.6333,22.7333,77.63,48,2,2.15,GR,1717971243
486,san antonio de pale,-1.4014,5.6325,76.57,83,100,11.56,GQ,1717971243
487,boa vista,2.8197,-60.6733,80.58,83,75,3.44,BR,1717971122
488,tucuma,-0.1833,-50.05,77.5,92,94,6.85,BR,1717971243
489,kudahuvadhoo,2.6708,72.8944,83.07,77,63,10.45,MV,1717971243
490,meizhou,24.2977,116.1072,76.19,98,100,0.85,CN,1717971034
491,tonj,7.2737,28.6822,73.6,87,89,6.73,SS,1717971244
492,lianzhou,24.7811,112.3825,75.34,99,100,2.95,CN,1717971244
493,wuhu,31.3366,118.3755,71.28,80,100,9.55,CN,1717971244
494,mazabuka,-15.856,27.748,56.16,71,7,4.65,ZM,1717971244
495,gordon,34.5004,-84.8666,92.59,59,0,6.91,US,1717971012
496,suva,-18.1416,178.4415,76.48,78,75,4.61,FJ,1717971245
497,orsa,54.5153,30.4053,58.91,90,87,7.61,BY,1717971245
498,bamboo flat,11.7,92.7167,80.4,85,100,20.92,IN,1717971245
499,riyadh,24.6877,46.7219,91.54,11,0,9.01,SA,1717971000
500,okha,53.5739,142.9478,41.25,95,100,11.99,RU,1717971246
501,taos,36.4072,-105.5731,73.0,69,100,10.36,US,1717971246
502,kurumkan,54.3,110.3,62.13,47,100,5.99,RU,1717971246
503,mirny,62.5353,113.9611,57.24,66,10,5.01,RU,1717971246
504,as sulaymaniyah,35.5611,45.4375,68.43,40,0,5.75,IQ,1717971246
505,iza,48.2152,23.3287,66.15,93,58,3.69,UA,1717971246
506,vilyuysk,63.7553,121.6247,63.0,46,36,3.0,RU,1717971246
507,ceerigaabo,10.6162,47.368,66.58,63,94,17.22,SO,1717971247
508,lensk,60.7253,114.9278,57.36,67,0,2.42,RU,1717971247
509,patti,31.2808,74.8572,80.67,16,18,7.09,IN,1717971247
510,balykchy,42.4557,76.1861,58.8,89,7,2.86,KG,1717971247
511,hurghada,27.2574,33.8129,85.78,25,0,13.15,EG,1717971121
512,kuala belait,4.5833,114.1833,78.82,86,80,0.43,BN,1717971248
513,prey veng,11.4868,105.3253,81.0,76,100,9.42,KH,1717971248
514,kedrovyy,56.1667,91.8167,52.21,98,33,6.35,RU,1717971248
515,magadan,59.5667,150.8,40.53,91,100,2.08,RU,1717971248
516,nyrob,60.733,56.7202,55.35,97,100,6.35,RU,1717971248
517,daoukro,7.0591,-3.9631,73.18,98,79,3.65,CI,1717971249
518,dana point,33.467,-117.6981,82.94,75,40,5.01,US,1717971249
519,chui,-33.6971,-53.4616,68.58,86,80,9.37,UY,1717971230
520,egilsstadir,65.2653,-14.3948,44.89,76,97,7.02,IS,1717971249
521,suining,30.508,105.5733,68.13,85,39,2.06,CN,1717971249
522,kokopo,-4.352,152.2633,81.54,83,62,8.1,PG,1717971249
523,colonia,50.9333,6.95,56.05,74,0,2.3,DE,1717971250
524,vila velha,-20.3297,-40.2925,73.35,83,0,4.61,BR,1717971203
525,turar ryskulov,42.5333,70.3333,69.87,39,30,6.11,KZ,1717971250
526,kristiansund,63.1115,7.732,54.12,91,100,3.44,NO,1717971250
527,tarko-sale,64.9225,77.785,45.72,71,75,7.63,RU,1717971250
528,igarka,67.4667,86.5833,45.01,95,80,14.0,RU,1717971251
529,dunedin,-45.8742,170.5036,47.8,96,100,8.01,NZ,1717971251
530,tezu,27.9167,96.1667,75.79,84,60,3.76,IN,1717971251
531,north bend,43.4065,-124.2243,71.24,88,100,19.57,US,1717971251
532,vizinga,61.0749,50.1031,48.61,98,24,4.61,RU,1717971251
533,simanggang,1.2472,111.4528,73.72,97,53,0.38,MY,1717971251
534,toba,34.4833,136.85,68.0,100,75,4.61,JP,1717971252
535,bambari,5.768,20.6757,70.45,90,100,2.62,CF,1717971252
536,puerto santa,-8.9906,-78.6456,65.66,82,69,7.4,PE,1717971252
537,kalmunai,7.4167,81.8167,80.22,79,96,4.81,LK,1717971252
538,anqing,30.5092,117.0506,70.75,98,100,1.63,CN,1717971252
539,kapit,2.0167,112.9333,73.31,92,59,0.22,MY,1717971252
540,vilhena,-12.7406,-60.1458,73.35,47,1,2.68,BR,1717971253
541,ruteng,-8.6136,120.4721,60.53,97,45,1.57,ID,1717971253
542,kolondieba,11.0882,-6.8926,75.16,85,78,4.47,ML,1717971253
543,mossel bay,-34.1831,22.146,56.66,77,6,6.51,ZA,1717971254
544,bocas del toro,9.3333,-82.25,83.05,72,96,2.89,PA,1717971254
545,copiapo,-27.3667,-70.3333,59.43,65,100,3.83,CL,1717970981
546,barrouallie,13.2333,-61.2667,82.02,79,40,13.8,VC,1717971254
547,akureyri,65.6835,-18.0878,40.93,87,75,10.36,IS,1717971254
548,pionerskiy,54.9508,20.2275,50.14,77,81,12.64,RU,1717971254
549,inhambane,-23.865,35.3833,65.07,77,67,7.83,MZ,1717971255
550,minab,27.1467,57.0801,89.2,55,13,1.86,IR,1717971255
551,salinopolis,-0.6136,-47.3561,78.48,89,64,10.74,BR,1717971255
552,slyudyanka,51.6594,103.7061,59.09,92,100,3.87,RU,1717971255
553,kuybyshev,55.4475,78.3218,52.57,86,49,5.35,RU,1717971255
554,ponta delgada,37.7333,-25.6667,65.19,77,75,5.75,PT,1717971255
555,tapalpa,19.95,-103.7667,79.56,17,54,4.03,MX,1717971256
556,stephenville,32.2207,-98.2023,94.93,40,0,6.91,US,1717971076
557,piacabucu,-10.4056,-36.4344,76.03,85,11,8.95,BR,1717971256
558,senanga,-16.1167,23.2667,61.29,40,70,9.24,ZM,1717971256
559,badger,64.8,-147.5333,78.01,28,75,4.61,US,1717971256
560,bossangoa,6.4926,17.4552,71.98,96,100,7.4,CF,1717971256
561,gizo,-8.103,156.8419,83.75,77,40,6.69,SB,1717971256
562,concepcion del oro,24.6333,-101.4167,77.31,23,81,6.62,MX,1717971257
563,praia da vitoria,38.7333,-27.0667,65.75,82,53,7.74,PT,1717971257
564,nogliki,51.8333,143.1667,48.34,85,94,8.01,RU,1717971257
565,isla vista,34.4133,-119.861,84.43,77,100,6.91,US,1717971257
566,aquiraz,-3.9014,-38.3911,85.03,85,87,9.26,BR,1717971257
567,mbulu,-3.85,35.5333,57.51,73,100,11.61,TZ,1717971257
568,prince albert,53.2001,-105.7677,52.77,65,93,4.97,CA,1717971258
569,katsuren-haebaru,26.3369,127.8719,78.1,91,40,3.44,JP,1717971258
570,toliara,-23.35,43.6667,62.82,72,0,14.81,MG,1717971258
571,bad oeynhausen,52.2,8.8,52.05,75,31,3.94,DE,1717971258
572,buston,40.2342,69.6948,73.58,40,11,4.47,TJ,1717971258
573,taulaga,-11.0553,-171.0883,82.53,74,97,19.86,AS,1717971258
574,aykhal,66.0,111.5,63.81,38,100,4.14,RU,1717971259
575,viedma,-40.8135,-62.9967,54.41,57,37,8.41,AR,1717971023
576,kirakira,-10.4544,161.9205,83.16,81,59,9.28,SB,1717971259
577,lodja,-3.4833,23.4333,70.07,48,39,2.64,CD,1717971259
578,codrington,-38.2667,141.9667,41.23,90,78,8.08,AU,1717971259
579,qui nhon,13.7667,109.2333,78.91,83,99,4.79,VN,1717971260
